id,rtt,rtid,score
866,"Tree Trimming","1853",5
867,"Tree Trimming","1853",4
868,"Tree Trimming","1853",4
869,"Tree Trimming","1853",3
870,"Tree Trimming","1853",2
871,"Tree Trimming","1853",4
872,"Tree Trimming","1853",9
873,"Tree Trimming","1853",4
874,"Tree Trimming","1853",1
875,"Tree Trimming","1853",6
876,"Tree Trimming","1853",2
877,"Tree Trimming","1853",4
878,"Tree Trimming","1853",2
879,"Tree Trimming","1853",3
880,"Tree Trimming","1853",1
881,"Tree Trimming","1853",1
882,"Tree Trimming","1853",2
883,"Tree Trimming","1853",4
884,"Tree Trimming","1853",2
885,"Tree Trimming","1853",2
886,"Tree Trimming","1853",5
887,"Tree Trimming","1853",3
888,"Tree Trimming","1853",4
889,"Tree Trimming","1853",5
890,"Tree Trimming","1853",3
891,"Tree Trimming","1853",5
892,"Tree Trimming","1853",3
893,"Tree Trimming","1853",4
894,"Tree Trimming","1853",6
895,"Tree Trimming","1853",4
896,"Tree Trimming","1853",2
897,"Tree Trimming","1853",2
898,"Tree Trimming","1853",1
899,"Tree Trimming","1853",3
900,"Tree Trimming","1853",3
901,"Tree Trimming","1853",2
902,"Illegal Dumping","1250",7
903,"Illegal Dumping","1250",3
904,"Illegal Dumping","1250",6
905,"Illegal Dumping","1250",17
906,"Illegal Dumping","1250",5
907,"Illegal Dumping","1250",9
908,"Illegal Dumping","1250",5
909,"Illegal Dumping","1250",3
910,"Illegal Dumping","1250",6
911,"Illegal Dumping","1250",4
912,"Illegal Dumping","1250",5
913,"Illegal Dumping","1250",4
914,"Illegal Dumping","1250",4
915,"Illegal Dumping","1250",3
916,"Illegal Dumping","1250",12
917,"Illegal Dumping","1250",5
918,"Illegal Dumping","1250",6
919,"Illegal Dumping","1250",2
920,"Illegal Dumping","1250",4
921,"Illegal Dumping","1250",9
922,"Illegal Dumping","1250",1
923,"Illegal Dumping","1250",2
924,"Illegal Dumping","1250",10
925,"Illegal Dumping","1250",3
926,"Illegal Dumping","1250",2
927,"Illegal Dumping","1250",8
928,"Illegal Dumping","1250",4
929,"Illegal Dumping","1250",2
930,"Illegal Dumping","1250",1
931,"Illegal Dumping","1250",9
932,"Illegal Dumping","1250",4
933,"Illegal Dumping","1250",11
934,"Illegal Dumping","1250",4
935,"Illegal Dumping","1250",3
936,"Illegal Dumping","1250",7
937,"Illegal Dumping","1250",8
938,"Illegal Dumping","1250",3
939,"Illegal Dumping","1250",2
940,"Illegal Dumping","1250",4
941,"Illegal Dumping","1250",3
942,"Illegal Dumping","1250",6
943,"Illegal Dumping","1250",4
944,"Illegal Dumping","1250",5
945,"Illegal Dumping","1250",4
946,"Illegal Dumping","1250",4
947,"Illegal Dumping","1250",7
948,"Illegal Dumping","1250",3
949,"Illegal Dumping","1250",5
950,"Illegal Dumping","1250",5
951,"Illegal Dumping","1250",5
952,"Illegal Dumping","1250",4
953,"Illegal Dumping","1250",6
954,"Illegal Dumping","1250",8
955,"Illegal Dumping","1250",1
956,"Illegal Dumping","1250",3
957,"Illegal Dumping","1250",9
958,"Illegal Dumping","1250",7
959,"Illegal Dumping","1250",7
960,"Illegal Dumping","1250",5
961,"Illegal Dumping","1250",5
962,"Illegal Dumping","1250",3
963,"Illegal Dumping","1250",4
964,"Illegal Dumping","1250",1
965,"Illegal Dumping","1250",3
966,"Private Property Issue","1251",5
967,"Private Property Issue","1251",6
968,"Private Property Issue","1251",10
969,"Private Property Issue","1251",7
970,"Private Property Issue","1251",12
971,"Private Property Issue","1251",11
972,"Private Property Issue","1251",5
973,"Private Property Issue","1251",4
974,"Private Property Issue","1251",4
975,"Private Property Issue","1251",6
976,"Private Property Issue","1251",33
977,"Private Property Issue","1251",1
978,"Private Property Issue","1251",1
979,"Private Property Issue","1251",8
980,"Private Property Issue","1251",5
981,"Private Property Issue","1251",5
982,"Private Property Issue","1251",6
983,"Private Property Issue","1251",3
984,"Private Property Issue","1251",5
985,"Private Property Issue","1251",8
986,"Private Property Issue","1251",7
987,"Private Property Issue","1251",2
988,"Private Property Issue","1251",11
989,"Private Property Issue","1251",10
990,"Private Property Issue","1251",3
991,"Private Property Issue","1251",4
992,"Private Property Issue","1251",2
993,"Private Property Issue","1251",6
994,"Private Property Issue","1251",6
995,"Private Property Issue","1251",4
996,"Private Property Issue","1251",1
997,"Private Property Issue","1251",4
998,"Private Property Issue","1251",3
999,"Private Property Issue","1251",2
1000,"Private Property Issue","1251",7
1001,"Private Property Issue","1251",4
1002,"Private Property Issue","1251",2
1003,"Private Property Issue","1251",3
1004,"Private Property Issue","1251",6
1005,"Private Property Issue","1251",5
1006,"Private Property Issue","1251",1
1007,"Private Property Issue","1251",1
1008,"Private Property Issue","1251",6
1009,"Private Property Issue","1251",4
1010,"Private Property Issue","1251",2
1011,"Private Property Issue","1251",2
1012,"Private Property Issue","1251",1
1013,"Private Property Issue","1251",5
1014,"Private Property Issue","1251",3
1015,"Private Property Issue","1251",3
1016,"Private Property Issue","1251",1
1017,"Private Property Issue","1251",2
1018,"Private Property Issue","1251",1
1019,"SNOW RELATED","8516",9
1020,"SNOW RELATED","8516",4
1021,"SNOW RELATED","8516",4
1022,"SNOW RELATED","8516",3
1023,"SNOW RELATED","8516",10
1024,"SNOW RELATED","8516",9
1025,"SNOW RELATED","8516",4
1026,"SNOW RELATED","8516",3
1027,"SNOW RELATED","8516",6
1028,"SNOW RELATED","8516",4
1029,"SNOW RELATED","8516",3
1030,"SNOW RELATED","8516",1
1031,"SNOW RELATED","8516",1
1032,"SNOW RELATED","8516",12
1033,"SNOW RELATED","8516",7
1034,"SNOW RELATED","8516",4
1035,"SNOW RELATED","8516",5
1036,"SNOW RELATED","8516",11
1037,"SNOW RELATED","8516",3
1038,"SNOW RELATED","8516",12
1039,"SNOW RELATED","8516",9
1040,"SNOW RELATED","8516",12
1041,"SNOW RELATED","8516",5
1042,"SNOW RELATED","8516",1
1043,"SNOW RELATED","8516",4
1044,"SNOW RELATED","8516",10
1045,"SNOW RELATED","8516",5
1046,"SNOW RELATED","8516",6
1047,"SNOW RELATED","8516",4
1048,"SNOW RELATED","8516",4
1049,"SNOW RELATED","8516",4
1050,"SNOW RELATED","8516",10
1051,"SNOW RELATED","8516",5
1052,"SNOW RELATED","8516",4
1053,"SNOW RELATED","8516",3
1054,"SNOW RELATED","8516",6
1055,"SNOW RELATED","8516",9
1056,"SNOW RELATED","8516",7
1057,"SNOW RELATED","8516",6
1058,"SNOW RELATED","8516",4
1059,"SNOW RELATED","8516",4
1060,"SNOW RELATED","8516",1
1061,"SNOW RELATED","8516",1
1062,"SNOW RELATED","8516",2
1063,"SNOW RELATED","8516",10
1064,"SNOW RELATED","8516",4
1065,"SNOW RELATED","8516",8
1066,"SNOW RELATED","8516",4
1067,"SNOW RELATED","8516",8
1068,"SNOW RELATED","8516",2
1069,"SNOW RELATED","8516",4
1070,"SNOW RELATED","8516",2
1071,"SNOW RELATED","8516",5
1072,"SNOW RELATED","8516",3
1073,"SNOW RELATED","8516",3
1074,"SNOW RELATED","8516",2
1075,"SNOW RELATED","8516",7
1076,"SNOW RELATED","8516",4
1077,"SNOW RELATED","8516",9
1078,"SNOW RELATED","8516",5
1079,"SNOW RELATED","8516",3
1080,"SNOW RELATED","8516",2
1081,"SNOW RELATED","8516",4
1082,"SNOW RELATED","8516",6
1083,"SNOW RELATED","8516",9
1084,"SNOW RELATED","8516",3
1085,"SNOW RELATED","8516",3
1086,"SNOW RELATED","8516",7
1087,"SNOW RELATED","8516",4
1088,"SNOW RELATED","8516",13
1089,"SNOW RELATED","8516",5
1090,"SNOW RELATED","8516",4
1091,"SNOW RELATED","8516",1
1092,"SNOW RELATED","8516",7
1093,"SNOW RELATED","8516",3
1094,"SNOW RELATED","8516",3
1095,"SNOW RELATED","8516",8
1096,"SNOW RELATED","8516",3
1097,"SNOW RELATED","8516",4
1098,"SNOW RELATED","8516",7
1099,"SNOW RELATED","8516",1
1100,"SNOW RELATED","8516",2
1101,"SNOW RELATED","8516",10
1102,"SNOW RELATED","8516",5
1103,"SNOW RELATED","8516",7
1104,"SNOW RELATED","8516",4
1105,"SNOW RELATED","8516",2
1106,"SNOW RELATED","8516",3
1107,"SNOW RELATED","8516",5
1108,"SNOW RELATED","8516",2
1109,"SNOW RELATED","8516",2
1110,"SNOW RELATED","8516",3
1111,"SNOW RELATED","8516",2
1112,"SNOW RELATED","8516",4
1113,"SNOW RELATED","8516",3
1114,"SNOW RELATED","8516",2
1115,"SNOW RELATED","8516",4
1116,"SNOW RELATED","8516",5
1117,"SNOW RELATED","8516",5
1118,"SNOW RELATED","8516",7
1119,"SNOW RELATED","8516",7
1120,"SNOW RELATED","8516",1
1121,"SNOW RELATED","8516",11
1122,"SNOW RELATED","8516",5
1123,"Policing Issue","2626",4
1124,"Policing Issue","2626",7
1125,"Policing Issue","2626",3
1126,"Policing Issue","2626",18
1127,"Policing Issue","2626",3
1128,"Policing Issue","2626",4
1129,"Policing Issue","2626",10
1130,"Policing Issue","2626",8
1131,"Policing Issue","2626",4
1132,"Policing Issue","2626",7
1133,"Policing Issue","2626",7
1134,"Policing Issue","2626",8
1135,"Policing Issue","2626",2
1136,"Policing Issue","2626",1
1137,"Policing Issue","2626",9
1138,"Policing Issue","2626",2
1139,"Policing Issue","2626",4
1140,"Policing Issue","2626",4
1141,"Policing Issue","2626",6
1142,"Policing Issue","2626",9
1143,"Policing Issue","2626",4
1144,"Policing Issue","2626",2
1145,"Policing Issue","2626",8
1146,"Policing Issue","2626",2
1147,"Policing Issue","2626",8
1148,"Policing Issue","2626",4
1149,"Policing Issue","2626",2
1150,"Policing Issue","2626",9
1151,"Policing Issue","2626",6
1152,"Policing Issue","2626",3
1153,"Policing Issue","2626",7
1154,"Policing Issue","2626",3
1155,"Policing Issue","2626",2
1156,"Policing Issue","2626",6
1157,"Policing Issue","2626",8
1158,"Policing Issue","2626",4
1159,"Policing Issue","2626",3
1160,"Policing Issue","2626",1
1161,"Policing Issue","2626",10
1162,"Policing Issue","2626",3
1163,"Policing Issue","2626",2
1164,"Policing Issue","2626",5
1165,"Policing Issue","2626",1
1166,"Policing Issue","2626",4
1167,"Policing Issue","2626",5
1168,"Policing Issue","2626",9
1169,"Policing Issue","2626",2
1170,"Policing Issue","2626",6
1171,"Policing Issue","2626",19
1172,"Policing Issue","2626",2
1173,"Policing Issue","2626",7
1174,"Policing Issue","2626",14
1175,"Policing Issue","2626",5
1176,"Policing Issue","2626",1
1177,"Policing Issue","2626",3
1178,"Policing Issue","2626",3
1179,"Policing Issue","2626",7
1180,"Policing Issue","2626",3
1181,"Policing Issue","2626",2
1182,"Policing Issue","2626",3
1183,"Policing Issue","2626",8
1184,"Policing Issue","2626",3
1185,"Policing Issue","2626",1
1186,"Policing Issue","2626",5
1187,"Policing Issue","2626",4
1188,"Policing Issue","2626",4
1189,"Policing Issue","2626",1
1190,"Policing Issue","2626",3
1191,"Policing Issue","2626",11
1192,"Policing Issue","2626",4
1193,"Policing Issue","2626",5
1194,"Policing Issue","2626",2
1195,"Policing Issue","2626",3
1196,"Policing Issue","2626",5
1197,"Policing Issue","2626",7
1198,"Policing Issue","2626",5
1199,"Policing Issue","2626",1
1200,"Policing Issue","2626",1
1201,"Policing Issue","2626",5
1202,"Policing Issue","2626",9
1203,"Policing Issue","2626",2
1204,"Policing Issue","2626",10
1205,"Policing Issue","2626",4
1206,"Policing Issue","2626",5
1207,"Policing Issue","2626",7
1208,"Policing Issue","2626",4
1209,"Policing Issue","2626",8
1210,"Policing Issue","2626",21
1211,"Policing Issue","2626",2
1212,"Policing Issue","2626",2
1213,"Policing Issue","2626",2
1214,"Policing Issue","2626",1
1215,"Policing Issue","2626",1
1216,"Policing Issue","2626",6
1217,"Policing Issue","2626",5
1218,"Policing Issue","2626",5
1219,"Policing Issue","2626",3
1220,"Policing Issue","2626",10
1221,"Policing Issue","2626",1
1222,"Policing Issue","2626",2
1223,"Policing Issue","2626",1
1224,"Policing Issue","2626",8
1225,"Policing Issue","2626",7
1226,"Policing Issue","2626",3
1227,"Policing Issue","2626",5
1228,"Policing Issue","2626",1
1229,"Traffic/Road Safety","2625",10
1230,"Traffic/Road Safety","2625",11
1231,"Traffic/Road Safety","2625",5
1232,"Traffic/Road Safety","2625",12
1233,"Traffic/Road Safety","2625",8
1234,"Traffic/Road Safety","2625",5
1235,"Traffic/Road Safety","2625",3
1236,"Traffic/Road Safety","2625",3
1237,"Traffic/Road Safety","2625",4
1238,"Traffic/Road Safety","2625",10
1239,"Traffic/Road Safety","2625",4
1240,"Traffic/Road Safety","2625",4
1241,"Traffic/Road Safety","2625",3
1242,"Traffic/Road Safety","2625",3
1243,"Traffic/Road Safety","2625",2
1244,"Traffic/Road Safety","2625",4
1245,"Traffic/Road Safety","2625",3
1246,"Traffic/Road Safety","2625",7
1247,"Traffic/Road Safety","2625",6
1248,"Traffic/Road Safety","2625",7
1249,"Traffic/Road Safety","2625",4
1250,"Traffic/Road Safety","2625",9
1251,"Traffic/Road Safety","2625",4
1252,"Traffic/Road Safety","2625",7
1253,"Traffic/Road Safety","2625",16
1254,"Traffic/Road Safety","2625",12
1255,"Traffic/Road Safety","2625",2
1256,"Traffic/Road Safety","2625",8
1257,"Traffic/Road Safety","2625",1
1258,"Traffic/Road Safety","2625",4
1259,"Traffic/Road Safety","2625",2
1260,"Traffic/Road Safety","2625",2
1261,"Traffic/Road Safety","2625",2
1262,"Traffic/Road Safety","2625",5
1263,"Traffic/Road Safety","2625",3
1264,"Traffic/Road Safety","2625",3
1265,"Traffic/Road Safety","2625",6
1266,"Traffic/Road Safety","2625",6
1267,"Traffic/Road Safety","2625",5
1268,"Traffic/Road Safety","2625",7
1269,"Traffic/Road Safety","2625",4
1270,"Traffic/Road Safety","2625",7
1271,"Traffic/Road Safety","2625",2
1272,"Traffic/Road Safety","2625",2
1273,"Traffic/Road Safety","2625",4
1274,"Traffic/Road Safety","2625",8
1275,"Traffic/Road Safety","2625",7
1276,"Traffic/Road Safety","2625",10
1277,"Traffic/Road Safety","2625",10
1278,"Traffic/Road Safety","2625",3
1279,"Traffic/Road Safety","2625",3
1280,"Traffic/Road Safety","2625",5
1281,"Traffic/Road Safety","2625",7
1282,"Traffic/Road Safety","2625",4
1283,"Traffic/Road Safety","2625",9
1284,"Traffic/Road Safety","2625",3
1285,"Traffic/Road Safety","2625",2
1286,"Traffic/Road Safety","2625",1
1287,"Traffic/Road Safety","2625",11
1288,"Traffic/Road Safety","2625",3
1289,"Traffic/Road Safety","2625",1
1290,"Traffic/Road Safety","2625",4
1291,"Traffic/Road Safety","2625",3
1292,"Traffic/Road Safety","2625",10
1293,"Traffic/Road Safety","2625",2
1294,"Traffic/Road Safety","2625",18
1295,"Traffic/Road Safety","2625",2
1296,"Traffic/Road Safety","2625",9
1297,"Traffic/Road Safety","2625",7
1298,"Traffic/Road Safety","2625",6
1299,"Traffic/Road Safety","2625",9
1300,"Traffic/Road Safety","2625",8
1301,"Traffic/Road Safety","2625",3
1302,"Traffic/Road Safety","2625",2
1303,"Traffic/Road Safety","2625",6
1304,"Traffic/Road Safety","2625",15
1305,"Traffic/Road Safety","2625",4
1306,"Traffic/Road Safety","2625",2
1307,"Traffic/Road Safety","2625",2
1308,"Traffic/Road Safety","2625",3
1309,"Traffic/Road Safety","2625",4
1310,"Traffic/Road Safety","2625",3
1311,"Traffic/Road Safety","2625",2
1312,"Traffic/Road Safety","2625",2
1313,"Traffic/Road Safety","2625",3
1314,"Traffic/Road Safety","2625",4
1315,"Traffic/Road Safety","2625",3
1316,"Traffic/Road Safety","2625",1
1317,"Traffic/Road Safety","2625",1
1318,"Traffic/Road Safety","2625",13
1319,"Traffic/Road Safety","2625",4
1320,"Traffic/Road Safety","2625",2
1321,"Traffic/Road Safety","2625",3
1322,"Traffic/Road Safety","2625",10
1323,"Traffic/Road Safety","2625",4
1324,"Traffic/Road Safety","2625",5
1325,"Traffic/Road Safety","2625",2
1326,"Traffic/Road Safety","2625",7
1327,"Traffic/Road Safety","2625",8
1328,"Traffic/Road Safety","2625",1
1329,"Traffic/Road Safety","2625",3
1330,"Traffic/Road Safety","2625",1
1331,"Traffic/Road Safety","2625",4
1332,"Traffic/Road Safety","2625",2
1333,"Traffic/Road Safety","2625",5
1334,"Traffic/Road Safety","2625",3
1335,"Traffic/Road Safety","2625",1
1336,"Traffic/Road Safety","2625",5
1337,"Traffic/Road Safety","2625",2
1338,"Traffic/Road Safety","2625",1
1339,"Traffic/Road Safety","2625",5
1340,"Traffic/Road Safety","2625",8
1341,"Traffic/Road Safety","2625",2
1342,"Graffiti","122",13
1343,"Graffiti","122",4
1344,"Graffiti","122",3
1345,"Graffiti","122",1
1346,"Graffiti","122",13
1347,"Graffiti","122",4
1348,"Graffiti","122",3
1349,"Graffiti","122",5
1350,"Graffiti","122",3
1351,"Graffiti","122",1
1352,"Graffiti","122",4
1353,"Graffiti","122",9
1354,"Graffiti","122",4
1355,"Street Lamp","124",4
1356,"Street Lamp","124",3
1357,"Street Lamp","124",31
1358,"Street Lamp","124",2
1359,"Street Lamp","124",2
1360,"Street Lamp","124",3
1361,"Street Lamp","124",5
1362,"Street Lamp","124",3
1363,"Street Lamp","124",2
1364,"Street Lamp","124",16
1365,"Street Lamp","124",1
1366,"Street Lamp","124",6
1367,"Street Lamp","124",1
1368,"Street Lamp","124",5
1369,"Street Lamp","124",2
1370,"Street Lamp","124",13
1371,"Street Lamp","124",3
1372,"Street Lamp","124",7
1373,"Street Lamp","124",5
1374,"Street Lamp","124",3
1375,"Street Lamp","124",3
1376,"Street Lamp","124",11
1377,"Street Lamp","124",9
1378,"Street Lamp","124",3
1379,"Street Lamp","124",4
1380,"Street Lamp","124",20
1381,"Street Lamp","124",2
1382,"Street Lamp","124",8
1383,"Street Lamp","124",4
1384,"Street Lamp","124",6
1385,"Street Lamp","124",4
1386,"Street Lamp","124",1
1387,"Street Lamp","124",3
1388,"Street Lamp","124",5
1389,"Street Lamp","124",1
1390,"Street Lamp","124",15
1391,"Street Lamp","124",2
1392,"Street Lamp","124",8
1393,"Street Lamp","124",4
1394,"Street Lamp","124",1
1395,"Street Lamp","124",2
1396,"Street Lamp","124",13
1397,"Street Lamp","124",4
1398,"Street Lamp","124",2
1399,"Street Lamp","124",19
1400,"Street Lamp","124",2
1401,"Street Lamp","124",6
1402,"Street Lamp","124",5
1403,"Street Lamp","124",3
1404,"Street Lamp","124",2
1405,"Street Lamp","124",6
1406,"Street Lamp","124",3
1407,"Street Lamp","124",7
1408,"Street Lamp","124",1
1409,"Street Lamp","124",4
1410,"Street Lamp","124",6
1411,"Street Lamp","124",10
1412,"Street Lamp","124",12
1413,"Street Lamp","124",7
1414,"Street Lamp","124",4
1415,"Street Lamp","124",8
1416,"Street Lamp","124",4
1417,"Street Lamp","124",1
1418,"Street Lamp","124",2
1419,"Street Lamp","124",1
1420,"Street Lamp","124",9
1421,"Street Lamp","124",2
1422,"Street Lamp","124",2
1423,"Street Lamp","124",4
1424,"Street Lamp","124",4
1425,"Street Lamp","124",3
1426,"Street Lamp","124",7
1427,"Street Lamp","124",6
1428,"Street Lamp","124",2
1429,"Street Lamp","124",3
1430,"Street Lamp","124",8
1431,"Street Lamp","124",3
1432,"Street Lamp","124",5
1433,"Street Lamp","124",4
1434,"Street Lamp","124",1
1435,"Street Lamp","124",2
1436,"Street Lamp","124",22
1437,"Street Lamp","124",4
1438,"Street Lamp","124",7
1439,"Street Lamp","124",11
1440,"Street Lamp","124",7
1441,"Street Lamp","124",18
1442,"Street Lamp","124",3
1443,"Street Lamp","124",2
1444,"Street Lamp","124",1
1445,"Street Lamp","124",15
1446,"Street Lamp","124",1
1447,"Street Lamp","124",3
1448,"Street Lamp","124",9
1449,"Street Lamp","124",3
1450,"Street Lamp","124",7
1451,"Street Lamp","124",5
1452,"Street Lamp","124",1
1453,"Street Lamp","124",10
1454,"Street Lamp","124",5
1455,"Street Lamp","124",4
1456,"Street Lamp","124",4
1457,"Street Lamp","124",4
1458,"Street Lamp","124",10
1459,"Street Lamp","124",1
1460,"Street Lamp","124",12
1461,"Street Lamp","124",8
1462,"Street Lamp","124",6
1463,"Street Lamp","124",11
1464,"Street Lamp","124",6
1465,"Street Lamp","124",1
1466,"Street Lamp","124",5
1467,"Street Lamp","124",5
1468,"Street Lamp","124",2
1469,"Street Lamp","124",2
1470,"Street Lamp","124",5
1471,"Street Lamp","124",2
1472,"Street Lamp","124",2
1473,"Street Lamp","124",3
1474,"Street Lamp","124",4
1475,"Street Lamp","124",1
1476,"Street Lamp","124",8
1477,"Street Lamp","124",5
1478,"Street Lamp","124",1
1479,"Street Lamp","124",2
1480,"Street Lamp","124",6
1481,"Street Lamp","124",2
1482,"Street Lamp","124",1
1483,"Street Lamp","124",5
1484,"Street Lamp","124",3
1485,"Street Lamp","124",2
1486,"Street Lamp","124",4
1487,"Street Lamp","124",2
1488,"Street Lamp","124",2
1489,"Street Lamp","124",2
1490,"Street Lamp","124",1
1491,"Street Lamp","124",2
1492,"Street Lamp","124",7
1493,"Street Lamp","124",1
1494,"Street Lamp","124",15
1495,"Street Lamp","124",8
1496,"Street Lamp","124",2
1497,"Street Lamp","124",4
1498,"Street Lamp","124",4
1499,"Street Lamp","124",7
1500,"Street Lamp","124",1
1501,"Street Lamp","124",3
1502,"Street Lamp","124",4
1503,"Street Lamp","124",2
1504,"Street Lamp","124",2
1505,"Street Lamp","124",2
1506,"Street Lamp","124",3
1507,"Street Lamp","124",12
1508,"Street Lamp","124",4
1509,"Street Lamp","124",3
1510,"Street Lamp","124",1
1511,"Street Lamp","124",5
1512,"Street Lamp","124",3
1513,"Street Lamp","124",1
1514,"Street Lamp","124",1
1515,"Street Lamp","124",4
1516,"Street Lamp","124",1
1517,"Street Lamp","124",19
1518,"Street Lamp","124",1
1519,"Street Lamp","124",3
1520,"Street Lamp","124",4
1521,"Street Lamp","124",4
1522,"Street Lamp","124",1
1523,"Street Lamp","124",7
1524,"Other - city responsibility","3018",3
1525,"Other - city responsibility","3018",4
1526,"Other - city responsibility","3018",5
1527,"Other - city responsibility","3018",20
1528,"Other - city responsibility","3018",10
1529,"Other - city responsibility","3018",2
1530,"Other - city responsibility","3018",7
1531,"Other - city responsibility","3018",7
1532,"Other - city responsibility","3018",3
1533,"Other - city responsibility","3018",10
1534,"Other - city responsibility","3018",2
1535,"Other - city responsibility","3018",15
1536,"Other - city responsibility","3018",1
1537,"Other - city responsibility","3018",9
1538,"Other - city responsibility","3018",4
1539,"Other - city responsibility","3018",7
1540,"Other - city responsibility","3018",7
1541,"Other - city responsibility","3018",6
1542,"Other - city responsibility","3018",8
1543,"Other - city responsibility","3018",7
1544,"Other - city responsibility","3018",15
1545,"Other - city responsibility","3018",3
1546,"Other - city responsibility","3018",3
1547,"Other - city responsibility","3018",1
1548,"Other - city responsibility","3018",6
1549,"Other - city responsibility","3018",3
1550,"Other - city responsibility","3018",3
1551,"Other - city responsibility","3018",5
1552,"Other - city responsibility","3018",8
1553,"Other - city responsibility","3018",4
1554,"Other - city responsibility","3018",22
1555,"Other - city responsibility","3018",2
1556,"Other - city responsibility","3018",4
1557,"Other - city responsibility","3018",7
1558,"Other - city responsibility","3018",1
1559,"Other - city responsibility","3018",4
1560,"Other - city responsibility","3018",8
1561,"Other - city responsibility","3018",3
1562,"Other - city responsibility","3018",1
1563,"Other - city responsibility","3018",1
1564,"Other - city responsibility","3018",2
1565,"Other - city responsibility","3018",5
1566,"Other - city responsibility","3018",6
1567,"Other - city responsibility","3018",4
1568,"Other - city responsibility","3018",6
1569,"Other - city responsibility","3018",6
1570,"Other - city responsibility","3018",6
1571,"Other - city responsibility","3018",3
1572,"Other - city responsibility","3018",2
1573,"Other - city responsibility","3018",3
1574,"Other - city responsibility","3018",1
1575,"Other - city responsibility","3018",2
1576,"Other - city responsibility","3018",10
1577,"Other - city responsibility","3018",4
1578,"Other - city responsibility","3018",9
1579,"Other - city responsibility","3018",5
1580,"Other - city responsibility","3018",2
1581,"Other - city responsibility","3018",1
1582,"Other - city responsibility","3018",4
1583,"Other - city responsibility","3018",5
1584,"Other - city responsibility","3018",3
1585,"Other - city responsibility","3018",1
1586,"Other - city responsibility","3018",1
1587,"Other - city responsibility","3018",4
1588,"Other - city responsibility","3018",3
1589,"Other - city responsibility","3018",4
1590,"Other - city responsibility","3018",1
1591,"Other - city responsibility","3018",2
1592,"Other - city responsibility","3018",2
1593,"Other - city responsibility","3018",2
1594,"Other - city responsibility","3018",7
1595,"Traffic Signal / Pedestrian Signal","51",6
1596,"Traffic Signal / Pedestrian Signal","51",4
1597,"Traffic Signal / Pedestrian Signal","51",1
1598,"Traffic Signal / Pedestrian Signal","51",5
1599,"Traffic Signal / Pedestrian Signal","51",3
1600,"Traffic Signal / Pedestrian Signal","51",3
1601,"Traffic Signal / Pedestrian Signal","51",1
1602,"Traffic Signal / Pedestrian Signal","51",6
1603,"Traffic Signal / Pedestrian Signal","51",11
1604,"Traffic Signal / Pedestrian Signal","51",5
1605,"Traffic Signal / Pedestrian Signal","51",1
1606,"Traffic Signal / Pedestrian Signal","51",6
1607,"Traffic Signal / Pedestrian Signal","51",20
1608,"Traffic Signal / Pedestrian Signal","51",10
1609,"Traffic Signal / Pedestrian Signal","51",6
1610,"Traffic Signal / Pedestrian Signal","51",2
1611,"Traffic Signal / Pedestrian Signal","51",6
1612,"Traffic Signal / Pedestrian Signal","51",6
1613,"Traffic Signal / Pedestrian Signal","51",5
1614,"Traffic Signal / Pedestrian Signal","51",8
1615,"Traffic Signal / Pedestrian Signal","51",19
1616,"Traffic Signal / Pedestrian Signal","51",5
1617,"Traffic Signal / Pedestrian Signal","51",3
1618,"Traffic Signal / Pedestrian Signal","51",4
1619,"Traffic Signal / Pedestrian Signal","51",3
1620,"Traffic Signal / Pedestrian Signal","51",5
1621,"Traffic Signal / Pedestrian Signal","51",2
1622,"Traffic Signal / Pedestrian Signal","51",11
1623,"Traffic Signal / Pedestrian Signal","51",6
1624,"Traffic Signal / Pedestrian Signal","51",2
1625,"Traffic Signal / Pedestrian Signal","51",6
1626,"Traffic Signal / Pedestrian Signal","51",2
1627,"Traffic Signal / Pedestrian Signal","51",3
1628,"Traffic Signal / Pedestrian Signal","51",4
1629,"Traffic Signal / Pedestrian Signal","51",2
1630,"Traffic Signal / Pedestrian Signal","51",2
1631,"Traffic Signal / Pedestrian Signal","51",4
1632,"Traffic Signal / Pedestrian Signal","51",5
1633,"Traffic Signal / Pedestrian Signal","51",4
1634,"Traffic Signal / Pedestrian Signal","51",9
1635,"Traffic Signal / Pedestrian Signal","51",1
1636,"Traffic Signal / Pedestrian Signal","51",8
1637,"Traffic Signal / Pedestrian Signal","51",4
1638,"Traffic Signal / Pedestrian Signal","51",5
1639,"Traffic Signal / Pedestrian Signal","51",1
1640,"Traffic Signal / Pedestrian Signal","51",1
1641,"Traffic Signal / Pedestrian Signal","51",2
1642,"Traffic Signal / Pedestrian Signal","51",7
1643,"Traffic Signal / Pedestrian Signal","51",4
1644,"Traffic Signal / Pedestrian Signal","51",5
1645,"Bins for Trash & Recycling","5743",9
1646,"Bins for Trash & Recycling","5743",6
1647,"Bins for Trash & Recycling","5743",7
1648,"Bins for Trash & Recycling","5743",2
1649,"Bins for Trash & Recycling","5743",8
1650,"Bins for Trash & Recycling","5743",5
1651,"Bins for Trash & Recycling","5743",4
1652,"Bins for Trash & Recycling","5743",3
1653,"Bins for Trash & Recycling","5743",1
1654,"Bins for Trash & Recycling","5743",13
1655,"Bins for Trash & Recycling","5743",4
1656,"Bins for Trash & Recycling","5743",5
1657,"Bins for Trash & Recycling","5743",4
1658,"Bins for Trash & Recycling","5743",2
1659,"Public Space, Streets and Drains","1249",5
